aep,Is_holiday1,Is_holiday2,Is_Weekend1,Is_Weekend2,sin_month,cos_month,sin_week,cos_week,sin_hour,cos_hour,sin_wintert,cos_wintert,sin_springt,cos_springt,sin_summert,cos_summert,sin_fallt,cos_fallt,sin_year_dayt,cos_year_dayt
0.156370897,1,0,1,0,1.22E-16,-1,0.866025404,0.5,0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.13078747,1,0,1,0,1.22E-16,-1,0.866025404,0.5,0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.119930114,1,0,1,0,1.22E-16,-1,0.866025404,0.5,0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.123923624,1,0,1,0,1.22E-16,-1,0.866025404,0.5,0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.158617247,1,0,1,0,1.22E-16,-1,0.866025404,0.5,1,6.12E-17,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.214027206,1,0,1,0,1.22E-16,-1,0.866025404,0.5,0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.251903157,1,0,1,0,1.22E-16,-1,0.866025404,0.5,0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.299076501,1,0,1,0,1.22E-16,-1,0.866025404,0.5,0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.333894921,1,0,1,0,1.22E-16,-1,0.866025404,0.5,0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.373767628,1,0,1,0,1.22E-16,-1,0.866025404,0.5,0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.409771621,1,0,1,0,1.22E-16,-1,0.866025404,0.5,1.22E-16,-1,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.434294272,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.455197804,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.471733433,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.474790965,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.475976538,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.472731811,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-1,-1.84E-16,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.463684013,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.442281293,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.421502558,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.403843754,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.338013229,1,0,1,0,1.22E-16,-1,0.866025404,0.5,-0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.361713731,-0.932289213
0.260014976,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0,1,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.190128541,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.15356296,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.137214526,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.127917135,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.132285037,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.162361163,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,1,6.12E-17,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.213652814,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.257955822,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.29957569,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.332896543,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.371708474,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.395419943,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,1.22E-16,-1,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.42144016,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.456196181,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.461375265,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.464432797,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.470610258,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.46474479,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-1,-1.84E-16,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.451079496,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.431049544,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.41382753,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.401285411,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.35311369,1,0,1,0,1.22E-16,-1,0.866025404,-0.5,-0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.345612313,-0.938377392
0.284537626,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0,1,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.211780856,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.174840884,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.148883065,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.134718582,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.138587296,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.172344939,1,0,1,0,1.22E-16,-1,1.22E-16,-1,1,6.12E-17,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.221702234,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.271371521,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.30893548,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.34107076,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.380693872,1,0,1,0,1.22E-16,-1,1.22E-16,-1,0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.406526894,1,0,1,0,1.22E-16,-1,1.22E-16,-1,1.22E-16,-1,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.422500936,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.440222139,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.456632971,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.466866342,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.466554349,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.46249844,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-1,-1.84E-16,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.442156496,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.423000125,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.400599027,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.396043929,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.345126669,1,0,1,0,1.22E-16,-1,1.22E-16,-1,-0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.329408482,-0.944187509
0.262822913,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0,1,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.200923499,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.158617247,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.131411456,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.118557344,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.123486834,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.153001373,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,1,6.12E-17,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.194995632,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.252464745,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.291339074,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.329215026,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.359228753,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.379695495,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,1.22E-16,-1,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.399288656,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.417883439,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.42144016,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.409958817,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.404966929,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.394296768,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-1,-1.84E-16,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.370460502,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.337638837,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.304068389,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.30400599,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.261886934,1,0,1,0,1.22E-16,-1,-0.866025404,-0.5,-0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.313107041,-0.949717843
0.187882191,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0,1,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.127417946,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.092599526,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.066392113,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.052602022,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.050106078,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.056283539,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,1,6.12E-17,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.062897791,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.095407463,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.136028953,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.175652065,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.20042431,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.219019094,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,1.22E-16,-1,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.234930738,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.247660052,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.258579808,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.277174591,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.297204543,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.308061899,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-1,-1.84E-16,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.300948459,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.281729689,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.251903157,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.24017222,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.200486709,1,0,0,1,1.22E-16,-1,-0.866025404,0.5,-0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.296712819,-0.954966755
0.139398477,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0,1,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.090852365,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.047672532,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.033196056,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.022026707,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.016785224,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.01204293,1,0,0,1,1.22E-16,-1,-2.45E-16,1,1,6.12E-17,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.013353301,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.037314364,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.087420442,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.131536254,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.163484338,1,0,0,1,1.22E-16,-1,-2.45E-16,1,0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.198739548,1,0,0,1,1.22E-16,-1,-2.45E-16,1,1.22E-16,-1,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.231810807,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.258819045,-0.965925826,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.26831399,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.5,-0.866025404,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.298951703,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.707106781,-0.707106781,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.336578061,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.866025404,-0.5,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.371583677,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.965925826,-0.258819045,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.396355922,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-1,-1.84E-16,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.397042306,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.965925826,0.258819045,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.382628229,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.866025404,0.5,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.363035068,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.707106781,0.707106781,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.370335704,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.5,0.866025404,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.332272557,1,0,0,1,1.22E-16,-1,-2.45E-16,1,-0.258819045,0.965925826,0,1,0,1,1,6.12E-17,0,1,0.280230675,-0.95993269
0.264570074,1,0,1,0,1.22E-16,-1,0,1,0,1,0,1,0,1,1,6.12E-17,0,1,0.263665493,-0.964614176
